Timestamp,Condition,SplashScreen,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-15T19:29:39.4182480,,,-0.1047903,1.642015,0.3051244,355.7169,177.912,355.4249,-0.1788286,1.011538,0.01998684,-1.516607E-21,0,0,-0.02520251,1.021393,0.2002623,0,0,0,,UMA,
2019-08-15T19:29:42.4993450,,,-0.1049562,1.641987,0.3050769,355.7315,177.9947,355.4201,-0.1737301,1.014245,0.02488038,325.9677,204.6979,198.8712,-0.02717304,1.027763,0.2045991,315.1797,228.5369,86.36879,,UMA,
2019-08-15T19:29:42.6636120,,,-0.1015028,1.641984,0.3015572,355.6473,175.5548,357.1318,-0.1792493,1.013613,0.02401295,326.048,202.1737,198.2797,-0.03008175,1.026947,0.2051431,314.6613,230.1179,84.89301,,UMA,
2019-08-15T19:29:42.7134800,,,-0.1203396,1.642261,0.3018719,355.6451,175.7735,356.3126,-0.179705,1.012722,0.02444825,325.9695,202.1042,198.0555,-0.0317899,1.025813,0.2041327,314.7045,230.2581,84.88129,,UMA,
2019-08-15T19:29:42.7524150,,,-0.12116,1.642555,0.3018134,355.5486,175.8693,356.2215,-0.1807327,1.012788,0.02426758,325.992,202.1155,198.0298,-0.0325228,1.025305,0.203576,314.7205,230.2147,84.93298,,UMA,
2019-08-15T19:29:42.7743550,,,-0.1216868,1.642216,0.3015663,355.5613,175.9694,356.2068,-0.1800464,1.012594,0.02444878,326.0413,202.1322,198.0241,-0.03265476,1.025166,0.2036326,314.7134,230.1869,84.96497,,UMA,
2019-08-15T19:29:42.7982930,,,-0.1217253,1.642101,0.3015725,355.5841,175.9953,356.1972,-0.1806023,1.012735,0.02449909,326.052,202.1587,197.9563,-0.03258562,1.025243,0.203951,314.7047,230.1954,84.96283,,UMA,
2019-08-15T19:29:42.8177600,,,-0.1217039,1.641997,0.3016974,355.6203,176.0095,356.2279,-0.1812338,1.013061,0.02430633,326.0427,202.1655,197.9332,-0.03304255,1.024796,0.2036255,314.6974,230.1989,84.95406,,UMA,
2019-08-15T19:29:42.8357100,,,-0.1216078,1.641852,0.3018187,355.6072,175.9925,356.2496,-0.1804878,1.012865,0.02448502,326.0124,202.0979,197.9959,-0.03313351,1.024754,0.2036021,314.6841,230.1721,84.98512,,UMA,
2019-08-15T19:29:42.8561840,,,-0.1214825,1.641887,0.3019518,355.6185,175.9797,356.2506,-0.1813201,1.013192,0.024416,326.0057,202.0967,197.9907,-0.0331496,1.024889,0.2037303,314.673,230.1458,85.00172,,UMA,
2019-08-15T19:29:42.8946580,,,-0.1212308,1.641954,0.3023793,355.6083,175.9662,356.2666,-0.1801922,1.012924,0.02448753,325.9491,202.0681,197.9503,-0.03308344,1.025038,0.2040432,314.6491,230.1136,85.00999,,UMA,
2019-08-15T19:29:42.9275680,,,-0.1210999,1.642092,0.3025957,355.5948,175.9762,356.2324,-0.1809424,1.013248,0.0244703,325.9333,202.0579,197.9816,-0.03295541,1.025376,0.2044487,314.6217,230.0674,85.03439,,UMA,
2019-08-15T19:29:42.9435240,,,-0.1210489,1.642154,0.3027396,355.5776,175.9899,356.2238,-0.1801929,1.012995,0.02466205,325.9318,202.0404,198.0127,-0.03307354,1.025296,0.2042957,314.6045,230.0766,85.04584,,UMA,
2019-08-15T19:29:42.9644700,,,-0.1209745,1.642286,0.3027698,355.528,175.9907,356.2206,-0.1800685,1.013112,0.02446964,325.9599,202.0787,197.9427,-0.03292,1.025304,0.2042337,314.5893,230.094,85.02696,,UMA,
2019-08-15T19:29:42.9943890,,,-0.1207287,1.642339,0.3034306,355.4619,175.9987,356.2529,-0.180028,1.013205,0.02472982,325.9779,202.1177,197.9198,-0.03199685,1.025683,0.2048008,314.5533,230.1035,84.99902,,UMA,
2019-08-15T19:29:43.0286880,,,-0.1202962,1.642504,0.3039711,355.4018,175.9679,356.2486,-0.1795613,1.013667,0.0249556,325.9738,202.1248,197.8715,-0.03160572,1.025947,0.2052971,314.5379,230.105,84.98953,,UMA,
