Timestamp,Condition,SplashScreen,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-12T16:04:32.1598870,,,-0.3510617,1.67249,0.4974737,349.6021,181.4547,351.3754,-0.351085,1.16079,0.02689791,-1.516607E-21,0,0,-0.2249896,1.094083,0.4524333,0,0,0,,UMA,
2019-08-12T16:04:34.2388980,,,-0.3510597,1.672504,0.4975244,349.5954,181.4832,351.3832,-0.3214508,1.137957,-0.0008991957,311.8862,133.1934,282.9202,-0.2103209,1.088856,0.4533162,0,0,0,,UMA,
2019-08-12T16:04:34.3461220,,,-0.337464,1.672207,0.4917383,347.3879,182.1213,352.0049,-0.3428565,1.154204,-0.00542897,314.9498,145.5764,269.6621,-0.2126239,1.092701,0.4486662,0,0,0,,UMA,
2019-08-12T16:04:34.3750420,,,-0.3417258,1.670602,0.4436572,353.7655,184.6437,350.7296,-0.3463627,1.156294,-0.006561756,313.8322,146.4407,270.7538,-0.2157093,1.094451,0.4475195,0,0,0,,UMA,
2019-08-12T16:04:34.3959860,,,-0.3464413,1.669969,0.4428916,353.6086,185.6304,350.5334,-0.3470244,1.156449,-0.006564498,313.4428,146.5177,271.7457,-0.2163265,1.09477,0.4471849,0,0,0,,UMA,
2019-08-12T16:04:34.4129410,,,-0.3478023,1.668864,0.4428915,354.1525,185.6896,350.5881,-0.34848,1.156943,-0.00680691,313.1392,146.3944,272.2057,-0.2175465,1.095364,0.4464478,0,0,0,,UMA,
2019-08-12T16:04:34.4398690,,,-0.3495038,1.668273,0.4425241,354.7091,185.67,350.4225,-0.3500926,1.157233,-0.006597519,312.5132,147.0687,271.8922,-0.2187214,1.095523,0.4458496,0,0,0,,UMA,
2019-08-12T16:04:34.4727800,,,-0.3510898,1.668138,0.4422312,354.7517,185.5901,350.2534,-0.3520554,1.157052,-0.006412387,311.8207,149.4469,270.0149,-0.2201945,1.095812,0.4454076,0,0,0,,UMA,
2019-08-12T16:04:34.4917300,,,-0.351567,1.668284,0.4421993,354.7229,185.5856,350.1906,-0.352504,1.156697,-0.006433487,311.5271,150.8549,268.8782,-0.2212474,1.09597,0.4456812,0,0,0,,UMA,
2019-08-12T16:04:34.5106800,,,-0.3519267,1.668426,0.4422697,354.6624,185.5826,350.1611,-0.3526349,1.156058,-0.006525815,311.4253,151.434,268.4181,-0.2224941,1.095947,0.4460813,0,0,0,,UMA,
2019-08-12T16:04:34.5336210,,,-0.352672,1.668698,0.4423928,354.5278,185.4669,350.1491,-0.3527793,1.155339,-0.006913662,311.4361,152.6894,267.3976,-0.224192,1.095547,0.4463518,0,0,0,,UMA,
2019-08-12T16:04:34.5605470,,,-0.3539374,1.66817,0.4422499,354.634,184.9742,350.1703,-0.3520783,1.154723,-0.006661594,311.6226,154.3496,266.1896,-0.225751,1.095471,0.4469403,0,0,0,,UMA,
2019-08-12T16:04:34.5844820,,,-0.354453,1.667297,0.4418849,354.7443,184.6498,350.2228,-0.3515144,1.153821,-0.006687164,312.0113,155.1984,265.6516,-0.227468,1.09527,0.4476508,0,0,0,,UMA,
2019-08-12T16:04:34.6104140,,,-0.354793,1.666308,0.4415279,354.924,184.3618,350.2214,-0.3503317,1.151993,-0.006950736,312.204,155.0115,265.937,-0.2299777,1.095362,0.4488564,0,0,0,,UMA,
2019-08-12T16:04:34.6393360,,,-0.3553736,1.66452,0.4409512,355.0593,184.0937,350.0336,-0.3493083,1.150281,-0.006807029,312.4769,153.9664,267.0725,-0.2314307,1.095378,0.449528,0,0,0,,UMA,
2019-08-12T16:04:34.6642700,,,-0.355866,1.662973,0.4408182,355.3069,184.1133,349.8581,-0.3486694,1.148257,-0.006620169,312.8199,152.237,268.6761,-0.2327839,1.094842,0.4499535,0,0,0,,UMA,
2019-08-12T16:04:34.6872080,,,-0.3562124,1.661556,0.4409866,355.4773,184.2142,349.7783,-0.347395,1.145523,-0.00641048,313.0115,151.1788,269.528,-0.2343541,1.094433,0.4516971,0,0,0,,UMA,
2019-08-12T16:04:34.7181250,,,-0.3566576,1.659965,0.4413928,355.6815,184.2948,350.0552,-0.3463545,1.143927,-0.005969763,313.2123,149.8238,270.6225,-0.2350147,1.094,0.4528576,0,0,0,,UMA,
2019-08-12T16:04:34.7446870,,,-0.3566923,1.659931,0.4420317,355.8099,184.342,350.1598,-0.3452061,1.14203,-0.004276037,313.4153,148.1298,271.9594,-0.234991,1.093301,0.4544702,0,0,0,,UMA,
2019-08-12T16:04:34.7616410,,,-0.3566967,1.660857,0.4428073,355.8128,184.4093,350.1703,-0.3448118,1.141648,-0.003668845,313.4142,147.7776,272.1688,-0.2349039,1.093008,0.4551857,0,0,0,,UMA,
2019-08-12T16:04:34.7875770,,,-0.3566382,1.662139,0.4435363,355.676,184.3811,350.2401,-0.3441902,1.141328,-0.002397478,313.2674,146.9314,272.6275,-0.2349657,1.092634,0.4564348,0,0,0,,UMA,
2019-08-12T16:04:34.8125050,,,-0.3561506,1.663848,0.4444575,355.3556,184.1854,350.3971,-0.3434736,1.14187,-0.001468062,313.1411,146.6175,272.7557,-0.2346672,1.092037,0.4582237,0,0,0,,UMA,
2019-08-12T16:04:34.8424330,,,-0.3554405,1.666251,0.4451991,354.5191,183.8311,350.7549,-0.3431794,1.14218,-0.001517475,313.0838,145.9815,273.2,-0.2342951,1.091337,0.459005,0,0,0,,UMA,
2019-08-12T16:04:34.8683630,,,-0.3547713,1.667524,0.4453993,353.9273,183.5218,351.0211,-0.3425698,1.143238,-0.001878738,313.1047,145.2962,273.7294,-0.233464,1.089895,0.4594528,0,0,0,,UMA,
2019-08-12T16:04:34.8972860,,,-0.3536857,1.668692,0.4453538,353.3797,182.9432,351.3882,-0.3424162,1.143936,-0.001929522,313.2726,143.4055,275.209,-0.2327254,1.08888,0.4594015,0,0,0,,UMA,
2019-08-12T16:04:34.9252130,,,-0.3528987,1.668808,0.4452165,353.2556,182.5934,351.6943,-0.3429942,1.145294,-0.002117395,313.3651,142.0189,276.29,-0.2324398,1.087726,0.4589916,0,0,0,,UMA,
2019-08-12T16:04:34.9436740,,,-0.3520007,1.668442,0.4447757,353.3391,182.2088,352.131,-0.343188,1.145603,-0.00233233,313.3918,141.3678,276.7962,-0.2325534,1.087369,0.4586198,0,0,0,,UMA,
2019-08-12T16:04:34.9745910,,,-0.3513686,1.667604,0.4433184,353.5848,181.8719,352.7539,-0.3445866,1.146433,-0.002871752,313.4243,139.6935,278.0721,-0.2328689,1.086049,0.4579179,0,0,0,,UMA,
2019-08-12T16:04:35.0025160,,,-0.3512293,1.666487,0.4421062,353.7841,181.7802,352.9609,-0.3459663,1.146831,-0.002925456,313.5487,138.0637,279.4089,-0.2343686,1.0852,0.456921,0,0,0,,UMA,
2019-08-12T16:04:35.0309770,,,-0.3511751,1.665411,0.4406866,354.1637,181.7931,352.9787,-0.3471197,1.14688,-0.002952933,313.5643,137.6342,279.7701,-0.2359872,1.084902,0.4563314,0,0,0,,UMA,
