Timestamp,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-02T15:38:59.1521210,-1.279225,0.6117681,-0.1895339,357.3564,181.9097,3.602574,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:38:59.3785160,-1.279225,0.6117681,-0.1895339,357.3564,181.9097,3.602574,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.3812780,-1.279236,0.6117784,-0.1895283,357.3575,181.9064,3.601392,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.4700400,-1.279272,0.6115142,-0.1895467,357.3711,181.9251,3.604146,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.4989630,-1.279424,0.611612,-0.1894789,357.3814,181.9197,3.594437,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5169150,-1.279319,0.6117354,-0.1896333,357.3825,181.9219,3.600551,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5328720,-1.27935,0.6117967,-0.1894815,357.3781,181.9296,3.596395,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5488290,-1.279289,0.6117093,-0.1893914,357.3714,181.922,3.594418,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5657840,-1.279185,0.6117507,-0.1894655,357.3827,181.9142,3.599451,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5817420,-1.279103,0.6116685,-0.1894026,357.3696,181.9187,3.606464,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.5986950,-1.279111,0.611694,-0.189351,357.3704,181.9201,3.608305,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.6146530,-1.279152,0.6117307,-0.1894377,357.3829,181.9143,3.599466,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.6336020,-1.279182,0.6116288,-0.189549,357.3826,181.929,3.608161,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.6495620,-1.279185,0.6116547,-0.1894704,357.3721,181.9258,3.611913,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-02T15:39:01.6724990,-1.279084,0.6117468,-0.1894147,357.3807,181.9207,3.60367,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
