Timestamp,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-01T15:03:16.1721610,-0.1356914,1.608707,0.3269852,14.89669,195.474,2.820528,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-01T15:03:16.5876300,-0.1356914,1.608707,0.3269852,14.89669,195.474,2.820528,-1.35,-0.006,0.584,-1.516607E-21,180,0,-1.35,-0.006,0.584,0,180,0,,FrontWall
2019-08-01T15:03:18.4783540,-0.1359931,1.608529,0.3272451,14.98377,195.4619,2.711722,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,330.9485,280.2506,102.2436,,FrontWall
2019-08-01T15:03:18.6240210,-0.2189058,1.601625,0.1505142,24.62117,178.9406,1.759399,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.0073,299.894,62.58692,,FrontWall
2019-08-01T15:03:18.6698990,-0.2128066,1.624988,0.1981314,10.5476,178.4751,2.63365,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.1554,300.7797,65.4729,,FrontWall
2019-08-01T15:03:18.6898470,-0.2009494,1.631102,0.1876076,7.955,178.9834,2.305296,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.2895,300.925,66.3117,,FrontWall
2019-08-01T15:03:18.7068000,-0.1946778,1.632845,0.1827508,7.033123,179.2416,2.118353,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.4013,300.7483,67.31928,,FrontWall
2019-08-01T15:03:18.7237550,-0.1914165,1.633528,0.1805595,6.611417,179.3605,2.106567,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.4221,300.6914,67.53299,,FrontWall
2019-08-01T15:03:18.7701610,-0.1897529,1.633776,0.1794164,6.434956,179.3998,2.096701,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.5192,300.606,68.3023,,FrontWall
2019-08-01T15:03:18.7931280,-0.182168,1.634454,0.1736659,5.769742,179.52,2.137071,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,338.8069,300.9206,68.93454,,FrontWall
2019-08-01T15:03:18.8140440,-0.1807234,1.634522,0.1725188,5.641609,179.5141,2.1307,-1.35,-0.006,0.584,-1.516607E-21,180,0,-0.1373233,1.194868,0.02842414,339.123,301.1354,69.39411,,FrontWall
