Timestamp,Condition,SplashScreen,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-13T14:44:53.5530630,,,-0.1311616,1.542556,0.08176625,54.28558,179.6564,1.414071,-0.2089961,1.100398,-0.1819043,-1.516607E-21,0,0,-0.04049873,1.151146,0.05780476,0,0,0,,Hole,
2019-08-13T14:44:55.8370070,,,-0.1314552,1.543594,0.08177114,53.8225,179.6442,1.400553,-0.206602,1.100051,-0.1800016,318.7481,204.3573,206.3861,-0.04047859,1.152702,0.05651098,308.8059,279.2657,44.46912,,Trigger,
2019-08-13T14:44:56.3142870,,,-0.1693535,1.618211,0.06712198,14.55467,179.2584,356.339,-0.2098327,1.099771,-0.1924298,319.6321,204.1626,205.2928,-0.05146563,1.151752,0.05116659,309.1226,279.9855,44.53191,,UMA,
2019-08-13T14:44:56.3970940,,,-0.1807042,1.619102,0.07528436,13.81523,179.1926,356.4336,-0.2102098,1.099622,-0.1970352,319.5903,202.7203,205.1831,-0.05526185,1.151552,0.0470866,308.938,278.7657,44.71359,,UMA,
2019-08-13T14:44:56.4363980,,,-0.1883558,1.617682,0.06308651,13.75645,178.0771,356.8831,-0.2103173,1.099606,-0.1988263,319.5988,202.5607,205.0443,-0.05645502,1.15142,0.04618067,308.9008,278.6846,44.54805,,UMA,
2019-08-13T14:44:56.4603280,,,-0.1905521,1.617475,0.06013054,13.72047,177.8491,356.8971,-0.2097766,1.099437,-0.1996159,319.5975,202.4301,204.999,-0.05767953,1.151052,0.04499745,308.8968,278.6318,44.47427,,UMA,
2019-08-13T14:44:56.4796850,,,-0.1913316,1.617371,0.05935568,13.67176,177.7373,356.9242,-0.2105433,1.099642,-0.2002093,319.595,202.3508,204.9761,-0.05805528,1.150953,0.04466069,308.8781,278.5927,44.45134,,UMA,
2019-08-13T14:44:56.4976370,,,-0.1921362,1.617155,0.05862188,13.66988,177.661,356.9407,-0.2100949,1.099302,-0.2010593,319.5934,202.2682,204.9525,-0.05863971,1.15072,0.04441434,308.8598,278.5168,44.40926,,UMA,
2019-08-13T14:44:56.5200920,,,-0.1926943,1.616925,0.05806488,13.65867,177.5901,356.9717,-0.2101716,1.099121,-0.201935,319.5951,202.1687,204.944,-0.05901027,1.150648,0.04371345,308.8451,278.4377,44.39104,,UMA,
2019-08-13T14:44:56.5380410,,,-0.1933427,1.616829,0.05731142,13.65033,177.4917,356.9713,-0.2103015,1.099076,-0.2024251,319.5927,202.1245,204.9377,-0.05966204,1.150488,0.04298246,308.8292,278.3636,44.39075,,UMA,
2019-08-13T14:44:56.5579870,,,-0.1937039,1.616708,0.05694532,13.62517,177.4573,356.9797,-0.2105526,1.098957,-0.2034327,319.653,202.0609,204.8934,-0.06019145,1.150416,0.04244131,308.8155,278.306,44.37613,,UMA,
2019-08-13T14:44:56.5786210,,,-0.1944029,1.616616,0.05628932,13.6005,177.3739,356.9815,-0.2114047,1.099122,-0.2043372,319.7351,202.0035,204.8435,-0.06130391,1.149965,0.04126036,308.8018,278.2482,44.36166,,UMA,
2019-08-13T14:44:56.5965470,,,-0.1950277,1.616675,0.05560637,13.57805,177.3014,356.9963,-0.2107219,1.099132,-0.2051092,319.7746,201.9473,204.7922,-0.06240708,1.149701,0.04056501,308.7886,278.1528,44.32836,,UMA,
2019-08-13T14:44:56.6209970,,,-0.1957297,1.616537,0.05495846,13.54589,177.2419,357.0267,-0.2111457,1.099054,-0.206079,319.7788,201.9087,204.7781,-0.06340867,1.149607,0.03999591,308.768,278.0724,44.31222,,UMA,
2019-08-13T14:44:56.6379530,,,-0.196134,1.616532,0.05460453,13.55473,177.1945,357.0355,-0.2112945,1.099083,-0.2065365,319.7141,201.758,204.7638,-0.06397748,1.149366,0.03945923,308.752,278.0032,44.2982,,UMA,
2019-08-13T14:44:56.6574150,,,-0.1967766,1.616488,0.0539341,13.52458,177.1393,357.0692,-0.2115249,1.099112,-0.2075901,319.6828,201.7029,204.7685,-0.06450254,1.149538,0.03921551,308.7501,277.9687,44.28994,,UMA,
2019-08-13T14:44:56.6765010,,,-0.1974319,1.61642,0.05317092,13.47105,177.0853,357.1247,-0.2125751,1.099388,-0.2088574,319.632,201.5976,204.7578,-0.06563228,1.149139,0.03821927,308.7316,277.9084,44.27209,,UMA,
2019-08-13T14:44:56.6953900,,,-0.1980546,1.616484,0.05240852,13.42175,177.0265,357.1762,-0.2121812,1.099363,-0.2097275,319.6147,201.516,204.7285,-0.06639057,1.149093,0.03750461,308.7057,277.861,44.23199,,UMA,
2019-08-13T14:44:56.7151160,,,-0.1984493,1.616482,0.05182558,13.39911,176.984,357.1888,-0.2131534,1.099685,-0.2105181,319.6101,201.479,204.7215,-0.06693351,1.148991,0.03707027,308.6953,277.8311,44.20884,,UMA,
