Timestamp,Condition,SplashScreen,HeadX,HeadY,HeadZ, HeadRX, HeadRY, HeadRZ, RightHandx,RightHandy,RightHandz,RightHandRX,RightHandRY,RightHandRZLeftHandx,LeftHandy,LeftHandz,LeftHandRX,LeftHandRY,LeftHandRZ,ActionPoints,Action,GazeTarget
2019-08-23T12:47:01.1635980,,,-0.3791162,1.740734,0.6151961,4.423378,170.1273,359.5784,-0.4267624,1.12702,0.2549028,-1.516607E-21,0,0,-0.3246955,1.090394,0.4142754,0,0,0,,UMA,
2019-08-23T12:47:04.1475820,,,-0.3791567,1.740676,0.6149343,4.468095,170.1714,359.559,-0.4479232,1.117841,0.2449721,315.2146,176.7525,243.9077,-0.3472802,1.084329,0.405994,301.3326,166.6915,135.5748,,UMA,
2019-08-23T12:47:04.3489490,,,-0.3827648,1.74155,0.6016546,5.41516,176.6688,0.5882275,-0.4272479,1.107309,0.2490239,316.5481,176.3221,243.875,-0.3203846,1.079878,0.407461,303.2419,169.316,133.1017,,UMA,
2019-08-23T12:47:04.4407490,,,-0.3876672,1.740413,0.5853597,6.448238,176.41,357.6466,-0.425384,1.107562,0.2485133,316.9048,176.9266,243.8165,-0.3186746,1.079244,0.4071421,303.5544,171.0589,132.2079,,UMA,
2019-08-23T12:47:04.4756660,,,-0.3772674,1.739061,0.5830051,6.882038,176.7449,357.9955,-0.4247267,1.108796,0.2486789,316.8119,176.5573,244.2021,-0.3184631,1.079569,0.4074855,303.5653,170.9319,132.446,,UMA,
2019-08-23T12:47:04.5002610,,,-0.3735443,1.740121,0.5831318,6.784883,176.7546,358.5386,-0.4246114,1.109269,0.2485185,316.7319,176.3177,244.475,-0.3185535,1.079634,0.4075146,303.5653,170.6628,132.7323,,UMA,
2019-08-23T12:47:04.5229240,,,-0.3723078,1.740569,0.583477,6.747797,176.7467,358.7423,-0.4247534,1.109964,0.2483164,316.6774,176.1782,244.6239,-0.318912,1.080034,0.4075111,303.5478,170.4363,132.9587,,UMA,
2019-08-23T12:47:04.5408860,,,-0.3717449,1.740783,0.583708,6.7062,176.6985,358.8854,-0.4249938,1.110538,0.2480817,316.5726,175.9068,244.8918,-0.3195488,1.080424,0.4072624,303.534,170.3179,133.0737,,UMA,
2019-08-23T12:47:04.6053640,,,-0.3714475,1.740911,0.5838439,6.693729,176.64,358.993,-0.4258959,1.111921,0.246901,316.5131,175.6877,245.0784,-0.321103,1.081185,0.4066542,303.5087,170.1732,133.2232,,UMA,
2019-08-23T12:47:04.6402690,,,-0.3709831,1.740971,0.5840178,6.677076,176.4937,359.1664,-0.4269208,1.11253,0.2463951,316.3145,175.0484,245.5776,-0.3226834,1.081273,0.4060809,303.3831,169.4817,133.7842,,UMA,
2019-08-23T12:47:04.6671040,,,-0.3711286,1.74091,0.5846411,6.621042,175.7665,359.5109,-0.4282439,1.112717,0.246242,316.2338,174.8072,245.7194,-0.3246453,1.081007,0.4062259,303.3129,169.077,134.0891,,UMA,
2019-08-23T12:47:04.6910490,,,-0.3714833,1.740935,0.5850962,6.607097,175.5964,359.6489,-0.4289323,1.112665,0.246026,316.157,174.6252,245.8488,-0.3256675,1.080892,0.4061407,303.2709,168.7123,134.3181,,UMA,
2019-08-23T12:47:04.7109880,,,-0.3719382,1.740932,0.5853162,6.559593,175.4718,359.7295,-0.4298898,1.112608,0.2459668,316.0616,174.2945,246.0556,-0.3269846,1.08067,0.4061462,303.237,168.5278,134.4129,,UMA,
2019-08-23T12:47:04.7329420,,,-0.372897,1.740847,0.5856181,6.398169,175.3857,359.7311,-0.4308119,1.112603,0.2458392,316.0396,174.1949,246.1139,-0.328222,1.080337,0.4062694,303.231,168.4344,134.468,,UMA,
2019-08-23T12:47:04.7644700,,,-0.373734,1.740578,0.5857787,6.313582,175.4098,359.7907,-0.4329693,1.112618,0.2451802,316.0059,174.0173,246.2342,-0.3306441,1.079517,0.4057717,303.2333,168.2238,134.6005,,UMA,
2019-08-23T12:47:04.7854160,,,-0.3744788,1.740328,0.5859106,6.256896,175.4527,359.8724,-0.4332091,1.112969,0.2451827,315.9303,173.7541,246.4383,-0.3310868,1.079558,0.405837,303.2164,167.8433,134.8754,,UMA,
2019-08-23T12:47:04.8073570,,,-0.3750672,1.740118,0.5862678,6.223667,175.4877,0.0615885,-0.4344988,1.112777,0.2447171,315.8512,173.5184,246.5944,-0.3327852,1.07919,0.4055053,303.1729,167.645,135.0442,,UMA,
2019-08-23T12:47:04.8292990,,,-0.3756217,1.739881,0.5864736,6.150909,175.4748,0.1605692,-0.4357018,1.112982,0.244357,315.7644,173.1803,246.8032,-0.3346196,1.079189,0.405415,303.1476,167.4968,135.1808,,UMA,
2019-08-23T12:47:04.8462540,,,-0.3762999,1.739615,0.5866373,6.080676,175.4171,0.2217453,-0.4372694,1.112864,0.2438619,315.6683,172.8044,247.0404,-0.3366271,1.079134,0.4050812,303.149,167.346,135.2952,,UMA,
2019-08-23T12:47:04.8672000,,,-0.3772773,1.73917,0.586588,6.057148,175.293,0.2882279,-0.4388026,1.112984,0.2435819,315.6,172.496,247.269,-0.3381548,1.079206,0.4049673,303.1423,167.1185,135.4704,,UMA,
2019-08-23T12:47:04.8936430,,,-0.3775482,1.738997,0.5867302,6.051783,175.2336,0.3435162,-0.4399744,1.11324,0.2432669,315.5781,172.3425,247.3813,-0.3396501,1.078996,0.4046431,303.154,166.8218,135.7233,,UMA,
2019-08-23T12:47:04.9155840,,,-0.3785305,1.738477,0.5870131,6.048108,175.0215,0.4981207,-0.4411906,1.113565,0.2429183,315.5686,172.1313,247.5076,-0.3411201,1.078624,0.4043542,303.1689,166.5016,135.9985,,UMA,
2019-08-23T12:47:04.9350480,,,-0.3793633,1.738109,0.5870064,6.053164,174.8833,0.5549678,-0.4420983,1.113876,0.2425577,315.4963,172.0084,247.5777,-0.3424231,1.07854,0.4039026,303.1387,166.2529,136.1771,,UMA,
2019-08-23T12:47:04.9519410,,,-0.380082,1.73789,0.5870425,6.058827,174.7541,0.5626584,-0.4425505,1.114167,0.2426979,315.403,171.9173,247.6313,-0.3428419,1.078669,0.4040481,303.0726,166.0708,136.297,,UMA,
2019-08-23T12:47:04.9728820,,,-0.3805713,1.737767,0.5871565,6.058763,174.7006,0.5848843,-0.4434083,1.11436,0.2426475,315.3094,171.8284,247.6747,-0.3438092,1.078624,0.4040503,303.0262,165.9924,136.3625,,UMA,
